Image,Class,Path,split
Image616,0,..\Images\Image616.jpg,0.1292211819752275
Image618,0,..\Images\Image618.jpg,0.725766623898692
Image619,0,..\Images\Image619.jpg,0.4810092317367132
Image620,0,..\Images\Image620.jpg,0.22388402427913137
Image621,0,..\Images\Image621.jpg,-0.7904744554453119
Image622,0,..\Images\Image622.jpg,0.4714683571359957
Image623,0,..\Images\Image623.jpg,1.8820244964750337
Image624,0,..\Images\Image624.jpg,1.3454200461549777
Image625,0,..\Images\Image625.jpg,1.593186626639397
Image627,0,..\Images\Image627.jpg,-0.9896048202585809
Image629,1,..\Images\Image629.jpg,0.055724912288694604
Image630,1,..\Images\Image630.jpg,1.0941915184709485
Image632,0,..\Images\Image632.jpg,1.5295503194606137
Image633,0,..\Images\Image633.jpg,-0.15800789857898942
Image634,0,..\Images\Image634.jpg,-0.42688106994742003
Image635,1,..\Images\Image635.jpg,-1.0121043752601675
Image636,1,..\Images\Image636.jpg,-1.6548566718657693
Image637,1,..\Images\Image637.jpg,0.8231705839619146
Image639,1,..\Images\Image639.jpg,-1.2899608997410539
Image642,0,..\Images\Image642.jpg,1.669021525289393
Image643,0,..\Images\Image643.jpg,-0.2595913513636048
Image646,0,..\Images\Image646.jpg,-0.2727235697476705
Image647,1,..\Images\Image647.jpg,-2.6968866429415717
Image648,0,..\Images\Image648.jpg,-0.05429486651781221
Image649,0,..\Images\Image649.jpg,-0.23093453020867796
Image650,0,..\Images\Image650.jpg,0.6962063648134184
Image651,1,..\Images\Image651.jpg,1.8489560949453452
Image652,0,..\Images\Image652.jpg,1.1265650295477574
Image653,1,..\Images\Image653.jpg,-0.26888869055483056
Image654,0,..\Images\Image654.jpg,-1.1065259087416703
Image655,0,..\Images\Image655.jpg,2.5733598032498604
Image656,0,..\Images\Image656.jpg,0.05921843401448826
Image657,1,..\Images\Image657.jpg,0.013929291912946203
Image658,1,..\Images\Image658.jpg,-0.024125087110003277
Image659,0,..\Images\Image659.jpg,0.19808476076785494
Image660,0,..\Images\Image660.jpg,-0.14436041192394247
Image662,0,..\Images\Image662.jpg,-0.5468589412403921
Image663,0,..\Images\Image663.jpg,-0.03275327021599839
Image664,1,..\Images\Image664.jpg,-0.543424771133765
Image666,0,..\Images\Image666.jpg,0.10643022769189683
Image667,0,..\Images\Image667.jpg,-0.2549772174208553
Image668,0,..\Images\Image668.jpg,1.5039929885826886
Image669,0,..\Images\Image669.jpg,-2.650969808393012
Image670,1,..\Images\Image670.jpg,1.0915068519224618
Image671,1,..\Images\Image671.jpg,1.246085192497629
Image672,0,..\Images\Image672.jpg,-2.0733902324081495
Image673,0,..\Images\Image673.jpg,-0.34268759408034877
Image674,0,..\Images\Image674.jpg,-0.37144086599579146
Image675,0,..\Images\Image675.jpg,-1.4075116947178212
Image677,0,..\Images\Image677.jpg,-1.1105758454658288
Image679,0,..\Images\Image679.jpg,0.9356783931474612
Image680,0,..\Images\Image680.jpg,1.2715550949941588
Image681,1,..\Images\Image681.jpg,0.7216720640432351
Image683,0,..\Images\Image683.jpg,-0.5245202662797737
Image684,0,..\Images\Image684.jpg,0.48937456122791806
Image685,0,..\Images\Image685.jpg,-1.2221278088919454
Image686,1,..\Images\Image686.jpg,0.7129984301723881
Image687,0,..\Images\Image687.jpg,-0.24032539815813503
Image688,0,..\Images\Image688.jpg,-0.3748208075495975
Image689,0,..\Images\Image689.jpg,0.7109599682034915
Image690,0,..\Images\Image690.jpg,0.44426331148603976
Image691,1,..\Images\Image691.jpg,-0.3609661658190799
Image692,1,..\Images\Image692.jpg,1.159329803364248
Image693,1,..\Images\Image693.jpg,-1.0810633275998973
Image694,0,..\Images\Image694.jpg,0.6159356069442637
Image695,0,..\Images\Image695.jpg,0.5931012579683838
Image696,1,..\Images\Image696.jpg,-0.3095464393139903
Image700,0,..\Images\Image700.jpg,-0.18490213644298903
Image701,0,..\Images\Image701.jpg,-0.5227230205190395
Image702,0,..\Images\Image702.jpg,1.0490092258368893
Image703,0,..\Images\Image703.jpg,-0.7043436905427592
Image704,0,..\Images\Image704.jpg,-1.4084612963635597
Image705,1,..\Images\Image705.jpg,-1.5566291735239037
Image708,1,..\Images\Image708.jpg,1.7547941819843647
Image709,1,..\Images\Image709.jpg,-2.081929407883722
Image710,0,..\Images\Image710.jpg,1.6964563682900382
Image711,0,..\Images\Image711.jpg,0.2110174672026184
Image712,1,..\Images\Image712.jpg,-0.09671311187039239
Image713,1,..\Images\Image713.jpg,-0.5449190868089497
Image714,0,..\Images\Image714.jpg,0.39913611435207086
Image715,0,..\Images\Image715.jpg,-0.037634702424848364
Image716,0,..\Images\Image716.jpg,1.1033018820165215
Image717,0,..\Images\Image717.jpg,0.11422764866203965
Image718,1,..\Images\Image718.jpg,0.1503017614618776
Image720,0,..\Images\Image720.jpg,-0.056945623721067457
Image721,0,..\Images\Image721.jpg,0.3078017688920592
Image722,0,..\Images\Image722.jpg,-1.7101683926566256
Image723,0,..\Images\Image723.jpg,-1.348185422105713
Image725,1,..\Images\Image725.jpg,0.17086543812794186
Image726,0,..\Images\Image726.jpg,-0.18398333635267913
Image727,0,..\Images\Image727.jpg,0.01843393306539316
Image729,0,..\Images\Image729.jpg,-0.5397596803093615
Image730,0,..\Images\Image730.jpg,-0.7783047254023127
Image731,0,..\Images\Image731.jpg,0.19584525509768155
Image732,0,..\Images\Image732.jpg,-0.978372777615032
Image733,0,..\Images\Image733.jpg,0.40825275571447184
Image734,0,..\Images\Image734.jpg,-1.7025836042378404
Image735,0,..\Images\Image735.jpg,1.0291556373256436
Image737,0,..\Images\Image737.jpg,0.25602973431387566
Image738,0,..\Images\Image738.jpg,0.9826909839455139
Image739,0,..\Images\Image739.jpg,1.6654744444625766
Image740,0,..\Images\Image740.jpg,1.0143700650181304
Image741,0,..\Images\Image741.jpg,-1.8408742313316453
Image742,0,..\Images\Image742.jpg,-1.2795769667357015
Image743,0,..\Images\Image743.jpg,-0.6248185776956788
Image744,0,..\Images\Image744.jpg,0.026091050210833786
Image745,1,..\Images\Image745.jpg,0.517659020469123
Image746,1,..\Images\Image746.jpg,-0.7257438131534656
Image747,1,..\Images\Image747.jpg,0.18676676447707832
Image748,1,..\Images\Image748.jpg,-0.7553829323533225
Image749,0,..\Images\Image749.jpg,-0.6115178029919482
Image752,1,..\Images\Image752.jpg,-1.3516846056163336
Image753,0,..\Images\Image753.jpg,-0.9758732529773327
Image754,0,..\Images\Image754.jpg,1.0536417966078395
Image756,0,..\Images\Image756.jpg,2.632382064837391
Image757,0,..\Images\Image757.jpg,0.4933179008808892
Image758,0,..\Images\Image758.jpg,0.1848361236948739
Image760,0,..\Images\Image760.jpg,0.7003098794089914
Image761,0,..\Images\Image761.jpg,-0.5756378262377739
Image762,0,..\Images\Image762.jpg,0.12200981464536144
Image763,0,..\Images\Image763.jpg,2.5600845382687947
Image764,0,..\Images\Image764.jpg,-0.09605989972464987
Image765,0,..\Images\Image765.jpg,1.1492733262856758
Image766,0,..\Images\Image766.jpg,-0.7031764251258874
Image767,0,..\Images\Image767.jpg,-0.0349884904969617
Image768,1,..\Images\Image768.jpg,1.77080063563551
Image769,1,..\Images\Image769.jpg,-0.6269670577877674
Image770,0,..\Images\Image770.jpg,1.8124485579969287
Image771,0,..\Images\Image771.jpg,0.7077519354554754
Image772,0,..\Images\Image772.jpg,-0.5624667758942676
Image773,0,..\Images\Image773.jpg,0.632407739055521
Image774,0,..\Images\Image774.jpg,0.9725544496267299
Image775,0,..\Images\Image775.jpg,0.6218099622171964
Image777,0,..\Images\Image777.jpg,-0.7271371758248686
Image778,0,..\Images\Image778.jpg,-0.24751863555150475
Image779,0,..\Images\Image779.jpg,-0.07443342910004629
Image780,1,..\Images\Image780.jpg,0.620672097550678
Image783,0,..\Images\Image783.jpg,0.3801978510059632
Image784,0,..\Images\Image784.jpg,0.6105857452838231
Image785,1,..\Images\Image785.jpg,0.5597904479310398
Image786,0,..\Images\Image786.jpg,1.0807807255546218
Image787,0,..\Images\Image787.jpg,0.8339221545489041
Image788,0,..\Images\Image788.jpg,0.4591800792284367
Image789,0,..\Images\Image789.jpg,-0.07016571145864703
Image790,0,..\Images\Image790.jpg,-1.6609609335159914
Image792,1,..\Images\Image792.jpg,0.20768768716311115
Image794,1,..\Images\Image794.jpg,-1.2767485758203094
Image795,0,..\Images\Image795.jpg,-1.0810565404082624
Image796,0,..\Images\Image796.jpg,1.0531528533329035
Image797,0,..\Images\Image797.jpg,-0.03955515385665504
Image798,0,..\Images\Image798.jpg,0.6815006973726244
Image799,0,..\Images\Image799.jpg,0.028318376130461172
Image801,1,..\Images\Image801.jpg,0.9382838059759977
Image802,0,..\Images\Image802.jpg,-0.5160447282173739
Image804,0,..\Images\Image804.jpg,-0.4622752887050425
Image805,0,..\Images\Image805.jpg,-0.4344962274323156
Image806,1,..\Images\Image806.jpg,-0.30917212346863937
Image810,0,..\Images\Image810.jpg,-0.8946073022195039
Image812,1,..\Images\Image812.jpg,-0.4397310582741749
Image813,0,..\Images\Image813.jpg,1.4469778843537329
Image814,0,..\Images\Image814.jpg,0.19655477651157463
Image815,0,..\Images\Image815.jpg,1.0318445394686349
Image818,0,..\Images\Image818.jpg,0.889630795623437
Image819,0,..\Images\Image819.jpg,0.08228398927542419
Image820,1,..\Images\Image820.jpg,1.0654803750653512
Image822,1,..\Images\Image822.jpg,1.40934744018558
Image823,1,..\Images\Image823.jpg,2.2988981236192503
Image824,1,..\Images\Image824.jpg,-0.36283856043965906
Image825,0,..\Images\Image825.jpg,-0.4455025214007718
Image826,0,..\Images\Image826.jpg,1.453384477117701
Image828,0,..\Images\Image828.jpg,-0.5228600271532683
Image829,0,..\Images\Image829.jpg,-0.42018681709585726
Image830,0,..\Images\Image830.jpg,-0.2817846088605072
Image831,0,..\Images\Image831.jpg,-1.344450511034277
Image833,0,..\Images\Image833.jpg,-1.0041407667520679
Image834,0,..\Images\Image834.jpg,-0.7677975651041284
Image835,0,..\Images\Image835.jpg,-0.03468488738678118
Image836,0,..\Images\Image836.jpg,0.23421473253652075
Image837,0,..\Images\Image837.jpg,1.5505004928140769
Image838,0,..\Images\Image838.jpg,-0.998354040738791
Image839,0,..\Images\Image839.jpg,0.9843223984765838
Image840,1,..\Images\Image840.jpg,-0.21398884422550896
Image841,1,..\Images\Image841.jpg,-0.04946370965243295
Image842,0,..\Images\Image842.jpg,0.6748194921666038
Image843,0,..\Images\Image843.jpg,-1.1227220215622986
Image844,0,..\Images\Image844.jpg,0.3824097461840506
Image847,0,..\Images\Image847.jpg,0.2891686439078181
Image848,0,..\Images\Image848.jpg,2.4553001399108942
Image849,0,..\Images\Image849.jpg,-0.637739984251316
Image850,0,..\Images\Image850.jpg,-0.5309969550018176
Image852,0,..\Images\Image852.jpg,-0.5554771191602547
Image853,0,..\Images\Image853.jpg,-0.6373871273065177
Image856,0,..\Images\Image856.jpg,-0.5707462937494763
Image857,0,..\Images\Image857.jpg,-0.8323555731042287
Image858,0,..\Images\Image858.jpg,0.4714155563864041
Image859,0,..\Images\Image859.jpg,-0.5522230442809712
Image862,0,..\Images\Image862.jpg,-1.515744114997232
Image863,0,..\Images\Image863.jpg,1.5475052013300616
Image865,0,..\Images\Image865.jpg,-0.6127886904843862
Image866,0,..\Images\Image866.jpg,-0.38770155993598415
Image867,1,..\Images\Image867.jpg,0.28586539072490497
Image868,1,..\Images\Image868.jpg,0.334456789987025
Image869,1,..\Images\Image869.jpg,0.6585442726728304
Image870,1,..\Images\Image870.jpg,2.0102045387663496
Image871,0,..\Images\Image871.jpg,-0.1769472274940494
Image872,0,..\Images\Image872.jpg,-0.7982972445384537
Image873,0,..\Images\Image873.jpg,-1.3793192280145272
Image874,0,..\Images\Image874.jpg,-0.7309300399419191
Image875,0,..\Images\Image875.jpg,-0.033126972873797095
Image877,0,..\Images\Image877.jpg,-0.5176112990361714
Image878,1,..\Images\Image878.jpg,0.2237879516388985
Image879,0,..\Images\Image879.jpg,-0.016422896072752075
Image881,0,..\Images\Image881.jpg,2.5269324258736217
Image882,0,..\Images\Image882.jpg,-0.5308687729203206
Image883,0,..\Images\Image883.jpg,-0.48943944251822213
Image884,0,..\Images\Image884.jpg,1.044160877069072
Image885,0,..\Images\Image885.jpg,0.6818914896263114
Image886,0,..\Images\Image886.jpg,1.8467073257360336
Image887,0,..\Images\Image887.jpg,0.5839281853259639
Image888,0,..\Images\Image888.jpg,-0.35929209078705954
Image889,0,..\Images\Image889.jpg,0.5906548306923093
Image890,0,..\Images\Image890.jpg,1.1087035805829077
Image891,1,..\Images\Image891.jpg,0.820482181197364
Image892,1,..\Images\Image892.jpg,0.5072740311072977
Image893,0,..\Images\Image893.jpg,1.066674689589154
Image894,0,..\Images\Image894.jpg,1.1692955904456728
Image895,0,..\Images\Image895.jpg,1.3821589910375272
Image898,1,..\Images\Image898.jpg,0.14671368643332283
Image899,1,..\Images\Image899.jpg,1.2065089665083568
Image900,1,..\Images\Image900.jpg,-0.8169356709872361
Image902,0,..\Images\Image902.jpg,-0.3933388123273607
Image903,0,..\Images\Image903.jpg,0.028744822934817487
Image904,0,..\Images\Image904.jpg,1.2784518626072987
Image905,0,..\Images\Image905.jpg,0.19109906801990334
Image907,1,..\Images\Image907.jpg,-1.3598561409799192
Image908,1,..\Images\Image908.jpg,0.7462535660272207
Image910,0,..\Images\Image910.jpg,2.16325472330546
Image911,0,..\Images\Image911.jpg,-0.30777823495300083
Image912,1,..\Images\Image912.jpg,0.21915032766393897
Image914,0,..\Images\Image914.jpg,1.5774532797634744
Image915,0,..\Images\Image915.jpg,-0.0952955323869521
Image916,0,..\Images\Image916.jpg,0.27902152577033923
Image917,0,..\Images\Image917.jpg,0.6078965097165392
Image918,1,..\Images\Image918.jpg,0.1866091231563581
Image919,0,..\Images\Image919.jpg,-0.44643361455052827
Image920,0,..\Images\Image920.jpg,0.19408999289830758
Image922,1,..\Images\Image922.jpg,-1.0265152994110602
Image923,1,..\Images\Image923.jpg,0.132969674146876
Image924,0,..\Images\Image924.jpg,-0.7001208149391732
Image925,0,..\Images\Image925.jpg,1.1950466289248425
Image927,0,..\Images\Image927.jpg,-0.5589218472715883
Image928,0,..\Images\Image928.jpg,0.37721187506452086
Image929,0,..\Images\Image929.jpg,1.5655240292343404
Image930,0,..\Images\Image930.jpg,-0.0657502610729878
Image931,0,..\Images\Image931.jpg,-0.5551995266931984
Image932,0,..\Images\Image932.jpg,1.8811570694405901
Image933,0,..\Images\Image933.jpg,-1.448013900416244
Image934,0,..\Images\Image934.jpg,-2.198805956620082
Image935,0,..\Images\Image935.jpg,0.4400144500533324
Image936,0,..\Images\Image936.jpg,-0.5020542243526112
Image938,0,..\Images\Image938.jpg,0.7083564472993533
Image939,0,..\Images\Image939.jpg,0.24380071377119883
Image940,0,..\Images\Image940.jpg,-0.5640786307367284
Image941,0,..\Images\Image941.jpg,-1.2803043986708944
Image942,0,..\Images\Image942.jpg,0.8724573282801447
Image944,0,..\Images\Image944.jpg,-0.09917586377938291
Image946,1,..\Images\Image946.jpg,-1.0700847663261526
Image947,0,..\Images\Image947.jpg,-1.5255251709247388
Image949,0,..\Images\Image949.jpg,-0.045586016355497805
Image951,0,..\Images\Image951.jpg,-0.24123605785632987
Image953,0,..\Images\Image953.jpg,-1.251539424190444
Image954,0,..\Images\Image954.jpg,1.4437646040732595
Image955,1,..\Images\Image955.jpg,-0.0821511783925688
Image956,1,..\Images\Image956.jpg,1.1172958315881276
Image957,1,..\Images\Image957.jpg,0.34272534637770413
Image958,0,..\Images\Image958.jpg,0.4567532191537839
Image959,0,..\Images\Image959.jpg,0.5697672802322039
Image960,0,..\Images\Image960.jpg,0.44770856001731496
Image961,0,..\Images\Image961.jpg,0.6427227598675439
Image962,0,..\Images\Image962.jpg,1.3291525301324314
Image963,0,..\Images\Image963.jpg,0.19652116970147013
Image964,0,..\Images\Image964.jpg,0.7090037575885123
Image965,0,..\Images\Image965.jpg,-0.08973569428722672
Image966,0,..\Images\Image966.jpg,1.4401172154494728
Image967,0,..\Images\Image967.jpg,-0.6763923020592697
Image970,0,..\Images\Image970.jpg,-1.4307751021180481
Image971,1,..\Images\Image971.jpg,0.12810441491078928
Image972,1,..\Images\Image972.jpg,-0.6810516574748808
Image973,1,..\Images\Image973.jpg,0.8406435489887241
Image974,0,..\Images\Image974.jpg,-0.6526239793023909
Image975,0,..\Images\Image975.jpg,-0.4461834332147797
Image976,1,..\Images\Image976.jpg,-1.889540730945531
Image977,0,..\Images\Image977.jpg,-0.4523063192490767
Image978,0,..\Images\Image978.jpg,-2.4238793266289567
Image980,0,..\Images\Image980.jpg,0.7604146561442974
Image983,0,..\Images\Image983.jpg,-0.966976143129213
Image984,0,..\Images\Image984.jpg,-0.047711356141979855
Image985,0,..\Images\Image985.jpg,-0.0036025390905684044
Image988,0,..\Images\Image988.jpg,0.8773622905756714
Image989,0,..\Images\Image989.jpg,-0.22096417382966393
Image990,0,..\Images\Image990.jpg,0.02688583899453078
Image991,0,..\Images\Image991.jpg,0.20838280794755248
Image992,0,..\Images\Image992.jpg,-2.0417348684242906
Image994,0,..\Images\Image994.jpg,-0.6819842479977986
Image995,0,..\Images\Image995.jpg,-1.0016200098949155
Image996,1,..\Images\Image996.jpg,-0.2811002928859549
Image997,0,..\Images\Image997.jpg,1.7976865268495226
Image998,0,..\Images\Image998.jpg,0.6408428612670098
Image999,0,..\Images\Image999.jpg,-0.5711789897827968
Image1002,0,..\Images\Image1002.jpg,0.9246336829127688
Image1004,0,..\Images\Image1004.jpg,-0.6469367777055739
Image1005,1,..\Images\Image1005.jpg,0.6982233136135899
Image1006,1,..\Images\Image1006.jpg,0.3934853854217496
Image1007,1,..\Images\Image1007.jpg,0.8951932200277323
Image1009,0,..\Images\Image1009.jpg,1.0495527153193351
Image1010,0,..\Images\Image1010.jpg,-0.535235211560568
Image1011,0,..\Images\Image1011.jpg,1.3173940656343257
Image1012,0,..\Images\Image1012.jpg,0.19759960469239965
Image1013,0,..\Images\Image1013.jpg,2.0752608726252655
Image1014,0,..\Images\Image1014.jpg,-0.6891878180895679
Image1015,0,..\Images\Image1015.jpg,1.7359638031652493
Image1016,0,..\Images\Image1016.jpg,0.1979107834626478
Image1018,1,..\Images\Image1018.jpg,-0.48388583405432156
Image1019,0,..\Images\Image1019.jpg,-0.32034730819432017
Image1020,0,..\Images\Image1020.jpg,0.4241659464019164
Image1021,0,..\Images\Image1021.jpg,0.5228354880354996
Image1022,1,..\Images\Image1022.jpg,-0.573700003938579
Image1023,1,..\Images\Image1023.jpg,-0.02435459226098284
Image1025,0,..\Images\Image1025.jpg,1.7275431701007113
Image1028,0,..\Images\Image1028.jpg,0.1200313267182613
Image1029,0,..\Images\Image1029.jpg,0.6135179727304166
Image1030,0,..\Images\Image1030.jpg,-1.0227925651984056
Image1033,0,..\Images\Image1033.jpg,0.39922312260527926
Image1034,0,..\Images\Image1034.jpg,0.647195939702741
Image1035,0,..\Images\Image1035.jpg,-0.483186462299374
Image1038,0,..\Images\Image1038.jpg,-1.4643748802098202
Image1039,1,..\Images\Image1039.jpg,0.22445181855997204
Image1040,1,..\Images\Image1040.jpg,1.0470983026121545
Image1041,0,..\Images\Image1041.jpg,1.6839276914578687
Image1043,0,..\Images\Image1043.jpg,1.0786808334312956
Image1044,0,..\Images\Image1044.jpg,-0.03850846950070721
Image1045,1,..\Images\Image1045.jpg,-0.17262729994081963
Image1047,1,..\Images\Image1047.jpg,0.6523228784134196
Image1048,1,..\Images\Image1048.jpg,-1.5763921569842494
Image1049,0,..\Images\Image1049.jpg,1.4765403497258958
Image1052,1,..\Images\Image1052.jpg,0.39580353343740904
Image1053,0,..\Images\Image1053.jpg,0.4940301862827388
Image1054,0,..\Images\Image1054.jpg,0.2606737658239071
Image1055,1,..\Images\Image1055.jpg,-0.5503051538454201
Image1056,1,..\Images\Image1056.jpg,-0.6716233679380516
Image1058,0,..\Images\Image1058.jpg,1.1727290192593647
Image1060,0,..\Images\Image1060.jpg,-0.37061433208610595
Image1061,0,..\Images\Image1061.jpg,0.7716987106483447
Image1062,0,..\Images\Image1062.jpg,-2.8485426206300755
Image1063,1,..\Images\Image1063.jpg,1.1487657003721035
Image1064,1,..\Images\Image1064.jpg,-1.7397137787780996
Image1065,0,..\Images\Image1065.jpg,-0.36244094140313216
Image1066,0,..\Images\Image1066.jpg,-1.1196698946261439
Image1067,0,..\Images\Image1067.jpg,-1.2946814757209058
Image1068,0,..\Images\Image1068.jpg,1.1608267873785194
Image1070,1,..\Images\Image1070.jpg,0.3465038817307158
Image1072,0,..\Images\Image1072.jpg,0.47704082722312147
Image1073,0,..\Images\Image1073.jpg,0.07682189106025536
Image1074,0,..\Images\Image1074.jpg,-1.2829922241885696
Image1076,0,..\Images\Image1076.jpg,-0.4937565831613125
Image1077,0,..\Images\Image1077.jpg,-1.556581898659751
Image1078,0,..\Images\Image1078.jpg,-0.4281151609659125
Image1079,0,..\Images\Image1079.jpg,1.5007597906343109
Image1080,1,..\Images\Image1080.jpg,0.8502217421134929
Image1081,0,..\Images\Image1081.jpg,-0.3486521344078592
Image1082,0,..\Images\Image1082.jpg,-0.3492577043184288
Image1084,0,..\Images\Image1084.jpg,2.076747983560841
Image1085,0,..\Images\Image1085.jpg,0.38193545223155334
Image1086,0,..\Images\Image1086.jpg,0.43004164719106963
Image1087,0,..\Images\Image1087.jpg,1.0302834540318422
Image1088,0,..\Images\Image1088.jpg,0.23878915902651351
Image1089,0,..\Images\Image1089.jpg,-0.2590421458207031
Image1093,0,..\Images\Image1093.jpg,0.7276295436369798
Image1094,0,..\Images\Image1094.jpg,0.05194588580729943
Image1095,0,..\Images\Image1095.jpg,0.7326400772155792
Image1096,1,..\Images\Image1096.jpg,-0.08071658010858232
Image1097,1,..\Images\Image1097.jpg,0.07863519031609059
Image1098,0,..\Images\Image1098.jpg,-1.9982006845321076
Image1099,1,..\Images\Image1099.jpg,0.9163276747024814
Image1100,1,..\Images\Image1100.jpg,0.3464884758979927
Image1101,1,..\Images\Image1101.jpg,0.9980101098596522
Image1102,1,..\Images\Image1102.jpg,-2.8962553781936893
Image1103,1,..\Images\Image1103.jpg,2.0883747047807275
Image1104,1,..\Images\Image1104.jpg,-0.13958962815517376
Image1105,0,..\Images\Image1105.jpg,1.1081828167375165
Image1106,0,..\Images\Image1106.jpg,-1.0399059271255309
Image1108,0,..\Images\Image1108.jpg,-1.0534155631736561
Image1109,0,..\Images\Image1109.jpg,-0.6237689606958051
Image1110,0,..\Images\Image1110.jpg,1.9140313538667861
Image1111,0,..\Images\Image1111.jpg,-0.19068240076334658
Image1113,0,..\Images\Image1113.jpg,0.8700677306887542
Image1114,0,..\Images\Image1114.jpg,0.49568188797260465
Image1116,0,..\Images\Image1116.jpg,0.3649610024662254
Image1117,0,..\Images\Image1117.jpg,2.403415585238275
Image1118,0,..\Images\Image1118.jpg,-0.05761879703358539
Image1119,1,..\Images\Image1119.jpg,0.2010990467149675
Image1120,0,..\Images\Image1120.jpg,1.050654396007612
Image1121,0,..\Images\Image1121.jpg,1.1055259329579838
Image1123,1,..\Images\Image1123.jpg,0.6387302220291846
Image1124,0,..\Images\Image1124.jpg,-1.1430049127304835
Image1125,0,..\Images\Image1125.jpg,1.633431532301096
Image1128,1,..\Images\Image1128.jpg,-0.7542758500193579
Image1129,0,..\Images\Image1129.jpg,-0.06413834659299254
Image1130,1,..\Images\Image1130.jpg,0.3287624103034804
Image1131,1,..\Images\Image1131.jpg,0.32135721545027307
Image1132,1,..\Images\Image1132.jpg,0.42192075423528475
Image1133,1,..\Images\Image1133.jpg,1.613711269058647
Image1134,0,..\Images\Image1134.jpg,0.45353430151397983
Image1136,1,..\Images\Image1136.jpg,0.9640871682883573
Image1138,1,..\Images\Image1138.jpg,-1.2276078151369925
Image1139,0,..\Images\Image1139.jpg,0.597400069849858
Image1140,1,..\Images\Image1140.jpg,0.7011727423108983
Image1141,1,..\Images\Image1141.jpg,-0.29756350335999193
Image1142,1,..\Images\Image1142.jpg,1.3757068133116195
Image1143,1,..\Images\Image1143.jpg,-0.15005558703252672
Image1144,0,..\Images\Image1144.jpg,0.12557645347154225
Image1145,1,..\Images\Image1145.jpg,-0.1730718242838696
Image1146,1,..\Images\Image1146.jpg,0.015579047581467534
Image1147,0,..\Images\Image1147.jpg,-1.0962750868952018
Image1148,1,..\Images\Image1148.jpg,-1.4400508825942944
Image1149,1,..\Images\Image1149.jpg,1.5945050632249722
Image1151,1,..\Images\Image1151.jpg,-0.9913923494563072
Image1152,1,..\Images\Image1152.jpg,-2.153390113603715
Image1153,0,..\Images\Image1153.jpg,-0.6389617476895022
Image1154,0,..\Images\Image1154.jpg,-1.3230897934074983
Image1156,1,..\Images\Image1156.jpg,1.0098170893426341
Image1157,0,..\Images\Image1157.jpg,-0.6881503451777238
Image1158,0,..\Images\Image1158.jpg,2.2524358053443088
Image1159,0,..\Images\Image1159.jpg,0.9817654869915943
Image1161,0,..\Images\Image1161.jpg,-2.499405714873573
Image1162,0,..\Images\Image1162.jpg,2.2909425725907417
Image1163,0,..\Images\Image1163.jpg,-1.389572466763596
Image1164,0,..\Images\Image1164.jpg,-1.6453987469568918
Image1165,0,..\Images\Image1165.jpg,1.0225704320096403
Image1166,0,..\Images\Image1166.jpg,2.439752406339273
Image1167,0,..\Images\Image1167.jpg,1.3842728185105182
Image1169,0,..\Images\Image1169.jpg,0.594754341665286
Image1170,0,..\Images\Image1170.jpg,0.8534155587803077
Image1171,0,..\Images\Image1171.jpg,0.7589285897867651
Image1173,0,..\Images\Image1173.jpg,0.10420110395187607
Image1174,0,..\Images\Image1174.jpg,-0.06259312789952241
Image1175,1,..\Images\Image1175.jpg,-0.7539645888666763
Image1176,0,..\Images\Image1176.jpg,-0.28067507686677406
Image1177,0,..\Images\Image1177.jpg,-1.6929568141953855
Image1178,1,..\Images\Image1178.jpg,-0.09833962679474989
Image1179,1,..\Images\Image1179.jpg,-0.9885911071509175
Image1180,1,..\Images\Image1180.jpg,-1.103589317215771
Image1181,1,..\Images\Image1181.jpg,0.17989415115347845
Image1184,0,..\Images\Image1184.jpg,-1.570500603623177
Image1185,0,..\Images\Image1185.jpg,-0.9896281365703375
Image1186,0,..\Images\Image1186.jpg,0.9407711879882159
Image1187,1,..\Images\Image1187.jpg,-0.9824873935383096
Image1189,0,..\Images\Image1189.jpg,0.5500520990245519
Image1190,0,..\Images\Image1190.jpg,-0.9683444548636353
Image1191,0,..\Images\Image1191.jpg,0.1053755061459599
Image1192,1,..\Images\Image1192.jpg,-1.3340254949182044
Image1193,0,..\Images\Image1193.jpg,-0.6013676439512137
Image1194,1,..\Images\Image1194.jpg,0.31978193414253697
Image1195,1,..\Images\Image1195.jpg,-1.5929937335316693
Image1196,1,..\Images\Image1196.jpg,0.440474737960399
Image1197,1,..\Images\Image1197.jpg,-0.019637798926681216
Image1199,0,..\Images\Image1199.jpg,0.22391413406466143
Image1201,0,..\Images\Image1201.jpg,0.12522450264790727
Image1202,0,..\Images\Image1202.jpg,-0.429405541125253
Image1203,0,..\Images\Image1203.jpg,0.12229750303228377
Image1206,1,..\Images\Image1206.jpg,0.04059169120388238
Image1209,0,..\Images\Image1209.jpg,-1.4026052717996935
Image1210,1,..\Images\Image1210.jpg,1.7495767431869393
Image1213,1,..\Images\Image1213.jpg,-0.7184072655691974
Image1215,0,..\Images\Image1215.jpg,-0.2949496782920278
Image1216,1,..\Images\Image1216.jpg,1.2477420726737338
Image1217,1,..\Images\Image1217.jpg,-0.6734906242438685
Image1218,1,..\Images\Image1218.jpg,0.27899416222380197
Image1219,0,..\Images\Image1219.jpg,-0.8353470532597573
Image1220,0,..\Images\Image1220.jpg,2.1451491277733883
Image1222,0,..\Images\Image1222.jpg,0.3098207102270275
